smiles
[NH3+]CCCCC1=CC2=CC=C3C(C(C=C4)=CC=C3)=C2C4=C1
[NH3+]CCOC1=C2C(C(C3=CC=CC4=C3C5=CC=C4)=CC=C2)=C5C=C1
[NH3+]CCOC1=C(C=CC2=CC=C3)C4=C2C3=CC=C4C=C1
[NH3+]CCCOC1=C(C=CC2=CC=C3)C4=C2C3=CC=C4C=C1
[NH3+]CCCCC1=CC2=CC=C3C4C2C(C=CC4=CC=C3)=C1
[NH3+]CCOC1=CC=C(C=CC2=CC=C3)C4=C2C3=CC=C41
[NH3+]CCCOC1=CC=C(C=CC2=CC=C3)C4=C2C3=CC=C41
[NH3+]CCCCOC1=CC=C(C=CC2=CC=C3)C4=C2C3=CC=C41
[NH3+]CCSC(S1)=CC=C1C2=CC=CS2
[NH3+]CCC(S1)=CC=C1C2=CC=CS2
[NH3+]CCSC(S1)=CC=C1C2=CC=C(SCC[NH3+])S2
[NH3+]CCCC(S1)=CC=C1C2=CC=CS2
[NH3+]CCC(S1)=CC=C1C2=CC(C)=C(C3=C(NCN4)C4=C(C5=C(C)C=CS5)C=C3)S2
[NH3+]CCC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3C4=CC=C(CC[NH3+])S4
[NH3+]CCC1=CC=C(C2=CC(C)=C(C3=CC=C(C4=C(C)C=CS4)S3)S2)S1
