smiles
BP(=O)(OC[C@@H]1CC[C@H](n2cnc3c(O)nc(N)cc32)O1)OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@@H]1O[C@H](n2cc(C)c(=O)[nH]c2=O)C[C@H]1N=[N+]=[N-])OP(=O)(O)C(Cl)(Cl)P(=O)(O)O
BP(=O)(OC[C@@H]1O[C@H](n2cc(C)c(=O)[nH]c2=O)C[C@H]1N=[N+]=[N-])OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@@H]1O[C@H](n2cc(C)c(=O)[nH]c2=O)C[C@H]1N=[N+]=[N-])OP(=O)(O)C(F)P(=O)(O)O
BP(=O)(OC[C@@H]1O[C@H](n2cc(C)c(=O)[nH]c2=O)C[C@H]1N=[N+]=[N-])OP(=O)(O)OP(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c([O-])nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2c[n+](C)c3c([O-])nc(N)nc32)[C@H](O)[C@@H]1O
BP(=O)(OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1F)OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1N=[N+]=[N-])OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cc(F)c(N)nc2=O)CS1)OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)CS1)OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)CP(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)CP(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
BP(=O)(OP(=O)(O)CP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)C[C@@H]1O)OP(=O)(O)CP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)C[C@@H]1O
BP(=O)(OP(=O)(O)CP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)CP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
BP(=O)(OP(=O)(O)OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
BP(=O)(OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
B[C@H](CC(C)C)NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)N1CCOCC1
B[P@@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)(O)O.N.N.N.N
B[P@@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)([O-])O[P@](B)(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O
B[P@@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)([O-])O[P@](B)(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O.N.N.N.N
B[P@@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])OP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])OP(=O)(O)O.N.N.N.N
B[P@@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])OP(=O)([O-])O[P@](B)(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O
B[P@@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])OP(=O)([O-])O[P@](B)(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O.N.N.N.N
B[P@@](=O)(OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
B[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)(O)O.N.N.N.N
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)([O-])O[P@@](B)(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)([O-])O[P@@](B)(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O.N.N.N.N
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)([O-])O[P@](B)(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)([O-])O[P@](B)(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O.N.N.N.N
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])OP(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])OP(=O)(O)O.N.N.N.N
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])OP(=O)([O-])O[P@@](B)(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])OP(=O)([O-])O[P@@](B)(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O.N.N.N.N
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])OP(=O)([O-])O[P@](B)(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])OP(=O)([O-])O[P@](B)(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O.N.N.N.N
B[P@](=O)(OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
B[P@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC
B[P@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
B[PH](O)(OC[C@H]1OC(n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)O
B[PH](O)(OC[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)O
Bc1ccc(C[C@H](N)C(=O)O)cc1
Bc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCN(c4cc(C)ncn4)CC3)CC2)cc1
Br
Br.Br.Br.Br.Br.Br.Br.Br.Brc1c(CN2CCCNCCNCCCNCC2)cccc1CN1CCCNCCNCCCNCC1.O.O.O.O
Br.Br.Br.Br.Br.Br.Br.Br.Brc1cc(CN2CCCNCCNCCCNCC2)cc(CN2CCCNCCNCCCNCC2)c1.O.O.O.O.O
Br.Br.Br.Br.Br.Br.Br.Br.Brc1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
Br.Br.Br.Br.Br.Br.Br.Br.CC(=O)O.Clc1c(Cl)c(CN2CCCNCCNCCCNCC2)c(Cl)c(CN2CCCNCCNCCCNCC2)c1Cl
Br.Br.Br.Br.Br.Br.Br.Br.CC(=O)O.Clc1cc(CN2CCCNCCNCCCNCC2)c(Cl)cc1CN1CCCNCCNCCCNCC1
Br.Br.Br.Br.Br.Br.Br.Br.CC(=O)O.O.O.O.O.O.c1cc2ccc(CN3CCCNCCNCCCNCC3)cc2cc1CN1CCCNCCNCCCNCC1
Br.Br.Br.Br.Br.Br.Br.Br.CC(=O)O.O.O.O.O.c1cc(CN2CCCNCCCNCCNCCC2)cc(CN2CCCNCCCNCCNCCC2)c1
Br.Br.Br.Br.Br.Br.Br.Br.CC(=O)O.O.O.O.O.c1cc(CN2CCCNCCCNCCNCCC2)ccc1CN1CCCNCCCNCCNCCC1
Br.Br.Br.Br.Br.Br.Br.Br.CC(=O)O.O.O.O.c1cc(CC2CNCCNCCCNCCNC2)ccc1CC1CNCCNCCCNCCNC1
Br.Br.Br.Br.Br.Br.Br.Br.CC(=O)O.O.c1cc(CN2CCNCCCNCCNCC2)ccc1CN1CCNCCCNCCNCC1
Br.Br.Br.Br.Br.Br.Br.Br.CC(=O)O.c1cc(CN2CCNCCCNCCNCC2)cc(CN2CCNCCCNCCNCC2)c1
Br.Br.Br.Br.Br.Br.Br.Br.CCN1CCCN(CC)CCN(Cc2ccc(CN3CCCN(CC)CCN(CC)CCCN(CC)CC3)cc2)CCCN(CC)CC1.O.O.O.O.O.O.O.O
Br.Br.Br.Br.Br.Br.Br.Br.COc1cc(CN2CCCNCCNCCCNCC2)c(OC)cc1CN1CCCNCCNCCCNCC1
Br.Br.Br.Br.Br.Br.Br.Br.Cc1cc(CN2CCCNCCNCCCNCC2)c(C)cc1CN1CCCNCCNCCCNCC1.O
Br.Br.Br.Br.Br.Br.Br.Br.Fc1c(CN2CCCNCCNCCCNCC2)cccc1CN1CCCNCCNCCCNCC1.O.O
Br.Br.Br.Br.Br.Br.Br.Br.Fc1c(F)c(CN2CCCNCCNCCCNCC2)c(F)c(F)c1CN1CCCNCCNCCCNCC1.O.O.O.O
Br.Br.Br.Br.Br.Br.Br.Br.O.O.O.O.c1cc2cc(CN3CCCNCCNCCCNCC3)ccc2cc1CN1CCCNCCNCCCNCC1
Br.Br.Br.Br.Br.Br.Br.Br.O.O.O.O=[N+]([O-])c1cc(CN2CCCNCCNCCCNCC2)cc(CN2CCCNCCNCCCNCC2)c1
Br.Br.Br.Br.Br.Br.Br.Br.O.O.O.c1cc(CN2CCCNCCCNCCCNCCC2)ccc1CN1CCCNCCCNCCCNCCC1
Br.Br.Br.Br.Br.Br.Br.Br.O.O.O=[N+]([O-])c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
Br.Br.Br.Br.Br.Br.Br.Br.O.O.c1cc(CCCN2CCCNCCNCCCNCC2)ccc1CCCN1CCCNCCNCCCNCC1
Br.Br.Br.Br.Br.Br.Br.Br.O.O.c1cc(CN2CCCNCCCNCCCNCCC2)cc(CN2CCCNCCCNCCCNCCC2)c1
Br.Br.Br.Br.Br.Br.Br.Br.O.O.c1cc(CN2CCCNCCNCCCNCC2)cc(CN2CCCNCCNCCCNCC2)c1
Br.Br.Br.Br.Br.Br.Br.Br.O.O.c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
Br.Br.Br.Br.Br.Br.Br.Br.O.O.c1cc(CN2CCCNCCNCCNCCC2)cc(CN2CCCNCCNCCNCCC2)c1
Br.Br.Br.Br.Br.Br.Br.Br.O.O.c1cc(CN2CCCNCCNCCNCCC2)ccc1CN1CCCNCCNCCNCCC1
Br.Br.Br.Br.Br.Br.Br.Br.O.O.c1ccc(-c2cc(CN3CCCNCCNCCCNCC3)cc(CN3CCCNCCNCCCNCC3)c2)cc1
Br.Br.Br.Br.Br.Br.Br.Br.O.c1ccc(CN2CCCNCCNCCCNCC2)c(CN2CCCNCCNCCCNCC2)c1
Br.Br.Br.Br.Br.Br.c1cc(CN2CCNCCNCCNCC2)cc(CN2CCNCCNCCNCC2)c1
Br.Br.Br.Br.Br.Br.c1cc(CN2CCNCCNCCNCC2)ccc1CN1CCNCCNCCNCC1
Br.Br.Br.Br.C#CCNCCCNCCCNCCCNCC
Br.Br.Br.Br.C(CCCNCCCNCC1CCCCCC1)CCCNCCCNCC1CCCCCC1
Br.Br.Br.Br.CCNCCCNCCCCCCCNCCCNCC1CCCCCC1
Br.Br.Br.Br.CCNCCCNCCCCNCCCNCC
Br.Br.Br.Br.CCNCCCNCCCNCCCNCC1CC1
Br.Br.Br.Br.CCNCCCNCCCNCCCNCC1CCCCCC1
Br.Br.Br.Br.O=C1c2cccc3cccc(c23)C(=O)N1CCCNCCCNCCCCNCCCNCCCN1C(=O)c2cccc3cccc(c23)C1=O
Br.Br.Br.Br.O=C1c2cccc3cccc(c23)C(=O)N1CCNCCCNCCCCNCCCNCCN1C(=O)c2cccc3cccc(c23)C1=O
Br.Br.Br.Br.c1ccc(CNCCCNCCCCCCCNCCCNCc2ccccc2)cc1
Br.Br.Br.CC(=N)Nc1ccc(CNCc2cccc(C(C)=N)c2)cc1
Br.Br.Br.CCCN(C)CCc1csc(N2CCN(CCC)CC2)n1
Br.Br.Br.CCCN1CCN(c2nc(CCN(C)C)cs2)CC1
Br.Br.Br.CCCN1CCN(c2nc(CCN(C)CCCCCc3ccccc3)cs2)CC1
Br.Br.Br.CCCN1CCN(c2nc(CCN(C)CCCCc3ccccc3)cs2)CC1
Br.Br.Br.CCCN1CCN(c2nc(CCN(C)CCCc3ccccc3)cs2)CC1
Br.Br.Br.CCCN1CCN(c2nc(CCN(C)CCc3ccccc3)cs2)CC1
Br.Br.Br.CCCN1CCN(c2nc(CCN(C)Cc3ccccc3)cs2)CC1
Br.Br.Br.CCCN1CCN(c2ncc(CCN(C)CCc3ccc(C)cc3)s2)CC1
Br.Br.Br.CCCN1CCN(c2ncc(CCN(C)CCc3ccccc3)s2)CC1
Br.Br.Br.N=C(CN)Nc1cccc(CN)c1
Br.Br.Br.NCCCNOCCCN
Br.Br.Br.O=C1c2cccc3cccc(c23)C(=O)N1CCCNCCCCNCCCNCCCN1C(=O)c2cccc3cccc(c23)C1=O
Br.Br.Br.O=C1c2cccc3cccc(c23)C(=O)N1CCNCCCCNCCCNCCN1C(=O)c2cccc3cccc(c23)C1=O
Br.Br.Br.O=C1c2cccc3cccc(c23)C(=O)N1CCNCCCNCCCNCCN1C(=O)c2cccc3cccc(c23)C1=O
Br.Br.Br.O=C1c2cccc3cccc(c23)C(=O)N1CCNCCNCCNCCN1C(=O)c2cccc3cccc(c23)C1=O
Br.Br.C(=N/NC1=NCCN1)\c1c(-c2ccccc2)nc2n1ccc1nc(-c3ccccc3)c(/C=N/NC3=NCCN3)n12
Br.Br.C/C(=N/NC(=N)N)c1ccc(CNC(=O)N(Cc2ccc(/C(C)=N/NC(=N)N)cc2)N=O)cc1
Br.Br.C/C(=N/NC(=N)N)c1ccc(NC(=O)NCc2ccc(/C(C)=N/NC(=N)N)cc2)cc1
Br.Br.C/C(=N\NC(=N)N)c1ccc(CNC(=O)NCc2ccc(/C(C)=N/NC(=N)N)cc2)cc1
Br.Br.C/C(=N\NC(=N)N)c1ccc(NC(=O)N(C)c2ccc(/C(C)=N/NC(=N)N)cc2)cc1
Br.Br.C/C(=N\NC(=N)N)c1ccc(NC(=O)Oc2ccc(/C(C)=N/NC(=N)N)cc2)cc1
Br.Br.CC(=N)NCc1ccc(NC(C)=N)cc1
Br.Br.CC(=N)Nc1ccc(-c2csc(N)n2)cc1
Br.Br.CC(=N)Nc1ccc(CN(C)C)cc1
Br.Br.CC(=N)Nc1ccc(CN2CCOCC2)cc1
Br.Br.CC(=N)Nc1ccc(CN2CCc3ccccc3C2)cc1
Br.Br.CC(=N)Nc1ccc(CNO)cc1
Br.Br.CC(=N)Nc1ccc(CNc2ccccn2)cc1
Br.Br.CC(=N)Nc1ccc(CSC(=N)N)cc1
Br.Br.CC(=N)Nc1ccc(Cn2cccn2)cc1
Br.Br.CC(=N)Nc1ccc(N(C)C)cc1
Br.Br.CC(=N)Nc1ccc(N)cc1
Br.Br.CC(=N)Nc1ccc(NC(C)=N)cc1
Br.Br.CC(=N)Nc1ccc(NN)cc1
Br.Br.CC(=N)Nc1cccc(CN)c1
Br.Br.CC(=O)c1c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)nn(CCOC(=O)C(N)CCCCN)c1=O
Br.Br.CC(C)(CNCCCCCCNCC(C)(C)CN1C(=O)c2ccccc2C1=O)CN1C(=O)c2ccccc2C1=O
Br.Br.CC(C)(CNCCCCCCNCCCN1C(=O)c2ccccc2C1=O)CN1C(=O)c2ccccc2C1=O
Br.Br.CC(C)CC(CNCCCCCCNCC(CC(C)C)CN1C(=O)c2ccccc2C1=O)CN1C(=O)c2ccccc2C1=O
Br.Br.CC(C)N(C(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)N(C(C)C)C(C)C)C3)cc2)C1)C(C)C
Br.Br.CC(C)N(C)C(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)N(C)C(C)C)C3)cc2)C1
Br.Br.CC(CNCCCCCCNCC(C)CN1C(=O)c2ccccc2C1=O)CN1C(=O)c2ccccc2C1=O
Br.Br.CC(CNCCCCCCNCCCN1C(=O)c2ccccc2C1=O)CN1C(=O)c2ccccc2C1=O
Br.Br.CC1CCCN(Cc2ccc(CN3CCCC(C)C3)cc2)C1
Br.Br.CC1c2cccc3c2N(CC3)c2ccccc2N1CCN
Br.Br.CCC(CNCCCCCCNCC(CC)CN1C(=O)c2ccccc2C1=O)CN1C(=O)c2ccccc2C1=O
Br.Br.CCCC(CNCCCCCCNCC(CCC)CN1C(=O)c2ccccc2C1=O)CN1C(=O)c2ccccc2C1=O
Br.Br.CCCCC(CC)CN=c1ccn(CCCCCCCCCCCCn2ccc(=NCC(CC)CCCC)cc2)cc1
Br.Br.CCCCC(CC)CN=c1ccn(CCCCCCCCCCn2ccc(=NCC(CC)CCCC)cc2)cc1
Br.Br.CCCCC(CC)CN=c1ccn(CCCCCCCCCn2ccc(=NCC(CC)CCCC)cc2)cc1
Br.Br.CCCCC(CC)CN=c1ccn(CCCCCCCCn2ccc(=NCC(CC)CCCC)cc2)cc1
Br.Br.CCCCC(CC)CN=c1ccn(CCCCCCCn2ccc(=NCC(CC)CCCC)cc2)cc1
Br.Br.CCCCC(CC)CN=c1ccn(CCCCCCn2ccc(=NCC(CC)CCCC)cc2)cc1
